case_id,plate_id,well,raw_signal
edge_effect_noisy,plate_01,A01,0.41093375681
edge_effect_noisy,plate_01,A02,1.06804999302
edge_effect_noisy,plate_01,A03,0.233884858874
edge_effect_noisy,plate_01,A04,0.532787571535
edge_effect_noisy,plate_01,A05,1.19404728712
edge_effect_noisy,plate_01,A06,1.0782448278
edge_effect_noisy,plate_01,A07,1.03916250248
edge_effect_noisy,plate_01,A08,1.14437421967
edge_effect_noisy,plate_01,A09,0.48626861006
edge_effect_noisy,plate_01,A10,1.03825275497
edge_effect_noisy,plate_01,A11,0.38543916381
edge_effect_noisy,plate_01,A12,0.897440884607
edge_effect_noisy,plate_01,B01,0.996104883447
edge_effect_noisy,plate_01,B02,0.174617875712
edge_effect_noisy,plate_01,B03,0.528114798775
edge_effect_noisy,plate_01,B04,0.136224464668
edge_effect_noisy,plate_01,B05,1.03245981518
edge_effect_noisy,plate_01,B06,1.09811134671
edge_effect_noisy,plate_01,B07,0.950735789104
edge_effect_noisy,plate_01,B08,0.168432130758
edge_effect_noisy,plate_01,B09,0.581118496406
edge_effect_noisy,plate_01,B10,0.951509132244
edge_effect_noisy,plate_01,B11,0.225867188358
edge_effect_noisy,plate_01,B12,1.09495825719
edge_effect_noisy,plate_01,C01,0.999430547001
edge_effect_noisy,plate_01,C02,0.27739732884
edge_effect_noisy,plate_01,C03,1.06095717394
edge_effect_noisy,plate_01,C04,1.0370885248
edge_effect_noisy,plate_01,C05,0.137874588064
edge_effect_noisy,plate_01,C06,0.887008866577
edge_effect_noisy,plate_01,C07,1.03644489977
edge_effect_noisy,plate_01,C08,0.918690206798
edge_effect_noisy,plate_01,C09,0.337493323559
edge_effect_noisy,plate_01,C10,0.625444378492
edge_effect_noisy,plate_01,C11,0.974132981362
edge_effect_noisy,plate_01,C12,0.700800084254
edge_effect_noisy,plate_01,D01,0.167141650989
edge_effect_noisy,plate_01,D02,0.800886605838
edge_effect_noisy,plate_01,D03,1.00163998611
edge_effect_noisy,plate_01,D04,0.883189010246
edge_effect_noisy,plate_01,D05,0.560804233242
edge_effect_noisy,plate_01,D06,0.769924259891
edge_effect_noisy,plate_01,D07,0.0712106430626
edge_effect_noisy,plate_01,D08,1.01908739889
edge_effect_noisy,plate_01,D09,0.276128460275
edge_effect_noisy,plate_01,D10,0.70962734551
edge_effect_noisy,plate_01,D11,0.211143118854
edge_effect_noisy,plate_01,D12,0.947769426182
edge_effect_noisy,plate_01,E01,0.133376431333
edge_effect_noisy,plate_01,E02,0.443981566044
edge_effect_noisy,plate_01,E03,0.853494457604
edge_effect_noisy,plate_01,E04,0.721750568798
edge_effect_noisy,plate_01,E05,0.646829268992
edge_effect_noisy,plate_01,E06,0.962285171955
edge_effect_noisy,plate_01,E07,0.622813782671
edge_effect_noisy,plate_01,E08,0.164621000733
edge_effect_noisy,plate_01,E09,1.0039553178
edge_effect_noisy,plate_01,E10,1.12980220927
edge_effect_noisy,plate_01,E11,1.04034427083
edge_effect_noisy,plate_01,E12,0.239327592233
edge_effect_noisy,plate_01,F01,0.25451332199
edge_effect_noisy,plate_01,F02,1.03467538446
edge_effect_noisy,plate_01,F03,0.964706646709
edge_effect_noisy,plate_01,F04,0.287500320617
edge_effect_noisy,plate_01,F05,0.134844419685
edge_effect_noisy,plate_01,F06,0.864266125088
edge_effect_noisy,plate_01,F07,0.146956698065
edge_effect_noisy,plate_01,F08,0.108494116312
edge_effect_noisy,plate_01,F09,0.916439058822
edge_effect_noisy,plate_01,F10,1.01504887038
edge_effect_noisy,plate_01,F11,0.945063279252
edge_effect_noisy,plate_01,F12,0.779966018826
edge_effect_noisy,plate_01,G01,1.02489848946
edge_effect_noisy,plate_01,G02,0.338968574405
edge_effect_noisy,plate_01,G03,0.992990335422
edge_effect_noisy,plate_01,G04,0.141281911173
edge_effect_noisy,plate_01,G05,0.132910405033
edge_effect_noisy,plate_01,G06,1.05795003392
edge_effect_noisy,plate_01,G07,1.07300518614
edge_effect_noisy,plate_01,G08,0.846042209723
edge_effect_noisy,plate_01,G09,0.130023015579
edge_effect_noisy,plate_01,G10,0.840995727091
edge_effect_noisy,plate_01,G11,0.935499868718
edge_effect_noisy,plate_01,G12,1.16306846903
edge_effect_noisy,plate_01,H01,0.191011636634
edge_effect_noisy,plate_01,H02,1.04529120087
edge_effect_noisy,plate_01,H03,0.367785705482
edge_effect_noisy,plate_01,H04,0.994504908844
edge_effect_noisy,plate_01,H05,0.168924070539
edge_effect_noisy,plate_01,H06,1.0493814581
edge_effect_noisy,plate_01,H07,0.977728908486
edge_effect_noisy,plate_01,H08,0.567512238854
edge_effect_noisy,plate_01,H09,0.14801780951
edge_effect_noisy,plate_01,H10,1.09211126982
edge_effect_noisy,plate_01,H11,0.76200558769
edge_effect_noisy,plate_01,H12,1.14717927397
