case_id,plate_id,well,raw_signal
transient_tip_clog_noisy,plate_01,A01,0.251432535346
transient_tip_clog_noisy,plate_01,A02,0.916987159156
transient_tip_clog_noisy,plate_01,A03,0.187825118814
transient_tip_clog_noisy,plate_01,A04,0.381054289757
transient_tip_clog_noisy,plate_01,A05,0.880008516357
transient_tip_clog_noisy,plate_01,A06,0.943490635255
transient_tip_clog_noisy,plate_01,A07,1.01509744403
transient_tip_clog_noisy,plate_01,A08,1.10408501958
transient_tip_clog_noisy,plate_01,A09,0.347846914495
transient_tip_clog_noisy,plate_01,A10,0.916075041519
transient_tip_clog_noisy,plate_01,A11,0.315956020794
transient_tip_clog_noisy,plate_01,A12,0.842603396311
transient_tip_clog_noisy,plate_01,B01,0.942868671611
transient_tip_clog_noisy,plate_01,B02,0.177824361067
transient_tip_clog_noisy,plate_01,B03,0.505714467591
transient_tip_clog_noisy,plate_01,B04,0.164790030066
transient_tip_clog_noisy,plate_01,B05,0.933394949214
transient_tip_clog_noisy,plate_01,B06,1.08437275262
transient_tip_clog_noisy,plate_01,B07,1.08439375288
transient_tip_clog_noisy,plate_01,B08,0.319465118844
transient_tip_clog_noisy,plate_01,B09,0.650057728199
transient_tip_clog_noisy,plate_01,B10,0.928031766308
transient_tip_clog_noisy,plate_01,B11,0.381722557704
transient_tip_clog_noisy,plate_01,B12,0.971694988352
transient_tip_clog_noisy,plate_01,C01,0.979940476816
transient_tip_clog_noisy,plate_01,C02,0.0864566252221
transient_tip_clog_noisy,plate_01,C03,1.03386955504
transient_tip_clog_noisy,plate_01,C04,0.837769310925
transient_tip_clog_noisy,plate_01,C05,-0.138856501925
transient_tip_clog_noisy,plate_01,C06,0.718997278513
transient_tip_clog_noisy,plate_01,C07,0.905270897532
transient_tip_clog_noisy,plate_01,C08,0.820403027213
transient_tip_clog_noisy,plate_01,C09,0.296109827124
transient_tip_clog_noisy,plate_01,C10,0.550391483089
transient_tip_clog_noisy,plate_01,C11,0.956782662807
transient_tip_clog_noisy,plate_01,C12,0.540843814926
transient_tip_clog_noisy,plate_01,D01,0.125230274865
transient_tip_clog_noisy,plate_01,D02,0.989084658678
transient_tip_clog_noisy,plate_01,D03,0.946052873226
transient_tip_clog_noisy,plate_01,D04,0.907505305233
transient_tip_clog_noisy,plate_01,D05,0.568263760206
transient_tip_clog_noisy,plate_01,D06,0.885095951934
transient_tip_clog_noisy,plate_01,D07,0.256605024451
transient_tip_clog_noisy,plate_01,D08,1.02988125078
transient_tip_clog_noisy,plate_01,D09,0.174268687818
transient_tip_clog_noisy,plate_01,D10,0.596565588049
transient_tip_clog_noisy,plate_01,D11,0.3928355136
transient_tip_clog_noisy,plate_01,D12,1.07946885943
transient_tip_clog_noisy,plate_01,E01,0.203293406608
transient_tip_clog_noisy,plate_01,E02,0.364910084233
transient_tip_clog_noisy,plate_01,E03,0.694368492699
transient_tip_clog_noisy,plate_01,E04,0.865473266385
transient_tip_clog_noisy,plate_01,E05,0.581667020757
transient_tip_clog_noisy,plate_01,E06,0.984679618994
transient_tip_clog_noisy,plate_01,E07,0.531178756066
transient_tip_clog_noisy,plate_01,E08,0.313366473868
transient_tip_clog_noisy,plate_01,E09,0.895127857779
transient_tip_clog_noisy,plate_01,E10,0.822120621069
transient_tip_clog_noisy,plate_01,E11,0.933533454636
transient_tip_clog_noisy,plate_01,E12,0.185459608313
transient_tip_clog_noisy,plate_01,F01,0.272341668654
transient_tip_clog_noisy,plate_01,F02,1.05499014695
transient_tip_clog_noisy,plate_01,F03,0.963795268752
transient_tip_clog_noisy,plate_01,F04,0.199062145607
transient_tip_clog_noisy,plate_01,F05,0.360931920606
transient_tip_clog_noisy,plate_01,F06,0.976124933015
transient_tip_clog_noisy,plate_01,F07,0.140321258642
transient_tip_clog_noisy,plate_01,F08,0.0644219450493
transient_tip_clog_noisy,plate_01,F09,0.842926849489
transient_tip_clog_noisy,plate_01,F10,0.975443532889
transient_tip_clog_noisy,plate_01,F11,0.868368131753
transient_tip_clog_noisy,plate_01,F12,0.708435731043
transient_tip_clog_noisy,plate_01,G01,0.950858308078
transient_tip_clog_noisy,plate_01,G02,0.425046690414
transient_tip_clog_noisy,plate_01,G03,0.933088173679
transient_tip_clog_noisy,plate_01,G04,0.188155955589
transient_tip_clog_noisy,plate_01,G05,0.17437100407
transient_tip_clog_noisy,plate_01,G06,1.00950596861
transient_tip_clog_noisy,plate_01,G07,0.963444747461
transient_tip_clog_noisy,plate_01,G08,0.819519701668
transient_tip_clog_noisy,plate_01,G09,0.1276285134
transient_tip_clog_noisy,plate_01,G10,0.895256126606
transient_tip_clog_noisy,plate_01,G11,0.960358546499
transient_tip_clog_noisy,plate_01,G12,1.02575240556
transient_tip_clog_noisy,plate_01,H01,0.230914510399
transient_tip_clog_noisy,plate_01,H02,0.983472807219
transient_tip_clog_noisy,plate_01,H03,0.312005169515
transient_tip_clog_noisy,plate_01,H04,0.952090394063
transient_tip_clog_noisy,plate_01,H05,0.29593069179
transient_tip_clog_noisy,plate_01,H06,0.907740989467
transient_tip_clog_noisy,plate_01,H07,1.03269396974
transient_tip_clog_noisy,plate_01,H08,0.613122759125
transient_tip_clog_noisy,plate_01,H09,0.185916688396
transient_tip_clog_noisy,plate_01,H10,1.00970546211
transient_tip_clog_noisy,plate_01,H11,0.73423013041
transient_tip_clog_noisy,plate_01,H12,1.00100169773
